order_id,order_date,shift,zone,order_priority,items_count,picker_experience,distance_travelled,congestion_level,equipment_available,picking_time,packing_time,total_time,target_time,delayed,order_month,order_quarter,order_day_of_week,is_weekend,time_ratio,time_over_target,workload_index,is_experienced,is_high_congestion,equipment_penalty,pick_time_per_item
ORD-00833,2024-03-31 20:56:30.438087,Evening,B,Low,38,4,156.2,Medium,True,41.9,21.58,63.48,55,1,3,1,6,1,1.1542,8.48,59.36,0,0,0,1.103
ORD-00834,2024-03-31 23:33:47.205441,Morning,D,Medium,50,9,149.0,Low,True,19.01,23.17,42.18,45,0,3,1,6,1,0.9373,-2.82,74.5,1,0,0,0.38
ORD-00835,2024-04-01 02:11:03.972794,Evening,B,Medium,46,3,162.8,Medium,False,53.17,32.86,86.03,45,1,4,2,0,0,1.9118,41.03,74.89,0,0,1,1.156
ORD-00836,2024-04-01 04:48:20.740148,Evening,D,Medium,15,10,165.9,Low,False,7.56,15.52,23.08,45,0,4,2,0,0,0.5129,-21.92,24.88,1,0,1,0.504
ORD-00837,2024-04-01 07:25:37.507501,Night,A,High,45,5,186.9,Low,True,29.31,23.27,52.58,38,1,4,2,0,0,1.3837,14.58,84.1,0,0,0,0.651
ORD-00838,2024-04-01 10:02:54.274854,Evening,C,Medium,37,2,186.7,Medium,True,32.01,21.7,53.71,45,0,4,2,0,0,1.1936,8.71,69.08,0,0,0,0.865
ORD-00839,2024-04-01 12:40:11.042208,Morning,B,Medium,24,2,170.8,Medium,True,28.91,12.49,41.4,45,0,4,2,0,0,0.92,-3.6,40.99,0,0,0,1.205
ORD-00840,2024-04-01 15:17:27.809561,Evening,C,Medium,19,8,210.4,Low,True,13.48,13.93,27.41,45,0,4,2,0,0,0.6091,-17.59,39.98,1,0,0,0.709
ORD-00841,2024-04-01 17:54:44.576915,Morning,C,High,41,10,151.1,Medium,True,20.98,23.89,44.87,38,1,4,2,0,0,1.1808,6.87,61.95,1,0,0,0.512
ORD-00842,2024-04-01 20:32:01.344268,Morning,E,Medium,42,9,125.5,Medium,True,25.07,23.44,48.51,45,0,4,2,0,0,1.078,3.51,52.71,1,0,0,0.597
ORD-00843,2024-04-01 23:09:18.111622,Evening,E,Low,46,2,132.1,Low,True,35.09,22.4,57.49,55,1,4,2,0,0,1.0453,2.49,60.77,0,0,0,0.763
ORD-00844,2024-04-02 01:46:34.878975,Night,D,High,24,9,145.8,Low,True,12.06,14.23,26.29,38,0,4,2,1,0,0.6918,-11.71,34.99,1,0,0,0.503
ORD-00845,2024-04-02 04:23:51.646329,Morning,A,High,14,3,106.7,Medium,False,16.37,17.16,33.53,38,0,4,2,1,0,0.8824,-4.47,14.94,0,0,1,1.169
ORD-00846,2024-04-02 07:01:08.413682,Night,E,Low,44,5,125.5,High,True,40.22,24.68,64.9,55,1,4,2,1,0,1.18,9.9,55.22,0,1,0,0.914
ORD-00847,2024-04-02 09:38:25.181036,Evening,E,High,16,1,104.4,High,True,25.11,12.85,37.96,38,0,4,2,1,0,0.9989,-0.04,16.7,0,1,0,1.569
ORD-00848,2024-04-02 12:15:41.948389,Night,E,High,38,3,163.8,Low,True,27.48,18.15,45.63,38,1,4,2,1,0,1.2008,7.63,62.24,0,0,0,0.723
ORD-00849,2024-04-02 14:52:58.715743,Morning,C,Low,26,4,164.2,Medium,True,20.44,19.56,40.0,55,0,4,2,1,0,0.7273,-15.0,42.69,0,0,0,0.786
ORD-00850,2024-04-02 17:30:15.483096,Morning,A,Urgent,30,10,79.2,High,True,14.59,18.0,32.59,28,0,4,2,1,0,1.1639,4.59,23.76,1,1,0,0.486
ORD-00851,2024-04-02 20:07:32.250450,Morning,D,Medium,11,3,123.8,Low,True,12.74,9.05,21.79,45,0,4,2,1,0,0.4842,-23.21,13.62,0,0,0,1.158
ORD-00852,2024-04-02 22:44:49.017803,Morning,B,High,13,3,223.0,Medium,True,25.06,11.27,36.33,38,1,4,2,1,0,0.9561,-1.67,28.99,0,0,0,1.928
ORD-00853,2024-04-03 01:22:05.785157,Morning,B,Urgent,33,3,175.2,Low,True,35.9,17.66,53.56,28,1,4,2,2,0,1.9129,25.56,57.82,0,0,0,1.088
ORD-00854,2024-04-03 03:59:22.552510,Morning,B,Urgent,13,3,168.2,Medium,True,20.39,8.81,29.2,28,1,4,2,2,0,1.0429,1.2,21.87,0,0,0,1.568
ORD-00855,2024-04-03 06:36:39.319863,Morning,C,Medium,34,6,123.4,Low,True,18.69,18.75,37.44,45,0,4,2,2,0,0.832,-7.56,41.96,0,0,0,0.55
ORD-00856,2024-04-03 09:13:56.087217,Morning,B,High,50,3,161.5,Low,True,46.3,26.31,72.61,38,1,4,2,2,0,1.9108,34.61,80.75,0,0,0,0.926
ORD-00857,2024-04-03 11:51:12.854570,Night,D,Medium,5,3,149.4,Low,True,7.17,6.98,14.15,45,0,4,2,2,0,0.3144,-30.85,7.47,0,0,0,1.434
ORD-00858,2024-04-03 14:28:29.621924,Night,C,Medium,47,6,118.1,Low,True,24.62,25.17,49.79,45,0,4,2,2,0,1.1064,4.79,55.51,0,0,0,0.524
ORD-00859,2024-04-03 17:05:46.389277,Morning,C,High,9,8,130.2,Low,True,3.0,11.54,14.54,38,0,4,2,2,0,0.3826,-23.46,11.72,1,0,0,0.333
ORD-00860,2024-04-03 19:43:03.156631,Night,A,Medium,7,2,131.1,Low,True,12.26,7.74,20.0,45,0,4,2,2,0,0.4444,-25.0,9.18,0,0,0,1.751
ORD-00861,2024-04-03 22:20:19.923984,Morning,E,High,42,4,90.5,Medium,True,31.86,21.74,53.6,38,1,4,2,2,0,1.4105,15.6,38.01,0,0,0,0.759
ORD-00862,2024-04-04 00:57:36.691338,Evening,B,Low,11,6,97.1,Low,True,8.81,13.58,22.39,55,0,4,2,3,0,0.4071,-32.61,10.68,0,0,0,0.801
ORD-00863,2024-04-04 03:34:53.458691,Night,B,Medium,33,10,142.0,Low,True,22.74,17.67,40.41,45,0,4,2,3,0,0.898,-4.59,46.86,1,0,0,0.689
ORD-00864,2024-04-04 06:12:10.226045,Evening,C,Low,6,10,116.1,Low,True,3.0,6.43,9.43,55,0,4,2,3,0,0.1715,-45.57,6.97,1,0,0,0.5
ORD-00865,2024-04-04 08:49:26.993398,Morning,B,Medium,5,9,138.0,High,True,9.48,5.59,15.07,45,0,4,2,3,0,0.3349,-29.93,6.9,1,1,0,1.896
ORD-00866,2024-04-04 11:26:43.760752,Morning,D,Low,11,6,85.8,Low,True,5.07,11.71,16.78,55,0,4,2,3,0,0.3051,-38.22,9.44,0,0,0,0.461
ORD-00867,2024-04-04 14:04:00.528105,Evening,A,Medium,27,1,182.1,Medium,True,32.62,16.63,49.25,45,1,4,2,3,0,1.0944,4.25,49.17,0,0,0,1.208
ORD-00868,2024-04-04 16:41:17.295459,Evening,E,Urgent,15,10,233.2,Low,True,14.95,9.91,24.86,28,1,4,2,3,0,0.8879,-3.14,34.98,1,0,0,0.997
ORD-00869,2024-04-04 19:18:34.062812,Evening,A,High,12,7,191.1,Low,False,14.5,14.78,29.28,38,0,4,2,3,0,0.7705,-8.72,22.93,1,0,1,1.208
ORD-00870,2024-04-04 21:55:50.830166,Evening,E,High,42,10,195.2,High,True,31.19,20.1,51.29,38,1,4,2,3,0,1.3497,13.29,81.98,1,1,0,0.743
ORD-00871,2024-04-05 00:33:07.597519,Morning,C,Low,9,10,175.0,Medium,False,7.27,14.1,21.37,55,0,4,2,4,0,0.3885,-33.63,15.75,1,0,1,0.808
ORD-00872,2024-04-05 03:10:24.364872,Evening,A,Medium,5,8,160.6,Medium,False,12.13,7.5,19.63,45,0,4,2,4,0,0.4362,-25.37,8.03,1,0,1,2.426
ORD-00873,2024-04-05 05:47:41.132226,Morning,C,High,6,5,153.5,Low,True,8.72,10.47,19.19,38,0,4,2,4,0,0.505,-18.81,9.21,0,0,0,1.453
ORD-00874,2024-04-05 08:24:57.899579,Night,B,Low,45,7,113.4,Low,True,25.55,23.07,48.62,55,1,4,2,4,0,0.884,-6.38,51.03,1,0,0,0.568
ORD-00875,2024-04-05 11:02:14.666933,Evening,E,Medium,24,7,177.6,Low,True,16.01,15.85,31.86,45,0,4,2,4,0,0.708,-13.14,42.62,1,0,0,0.667
ORD-00876,2024-04-05 13:39:31.434286,Evening,D,Urgent,49,9,175.2,Low,True,20.95,27.89,48.84,28,1,4,2,4,0,1.7443,20.84,85.85,1,0,0,0.428
ORD-00877,2024-04-05 16:16:48.201640,Evening,C,Low,41,3,131.5,High,False,40.58,22.34,62.92,55,1,4,2,4,0,1.144,7.92,53.92,0,1,1,0.99
ORD-00878,2024-04-05 18:54:04.968993,Morning,B,Urgent,15,6,171.0,Low,False,17.48,13.74,31.22,28,1,4,2,4,0,1.115,3.22,25.65,0,0,1,1.165
ORD-00879,2024-04-05 21:31:21.736347,Morning,E,Low,40,6,122.2,Low,True,25.26,21.25,46.51,55,0,4,2,4,0,0.8456,-8.49,48.88,0,0,0,0.632
ORD-00880,2024-04-06 00:08:38.503700,Evening,C,Low,23,3,124.8,Low,True,19.73,14.3,34.03,55,0,4,2,5,1,0.6187,-20.97,28.7,0,0,0,0.858
ORD-00881,2024-04-06 02:45:55.271054,Evening,C,Low,29,5,181.0,Low,True,23.24,16.86,40.1,55,0,4,2,5,1,0.7291,-14.9,52.49,0,0,0,0.801
ORD-00882,2024-04-06 05:23:12.038407,Evening,B,Urgent,27,10,167.2,Low,True,16.13,16.68,32.81,28,0,4,2,5,1,1.1718,4.81,45.14,1,0,0,0.597
ORD-00883,2024-04-06 08:00:28.805761,Night,B,High,38,1,140.7,Low,False,38.46,27.87,66.33,38,1,4,2,5,1,1.7455,28.33,53.47,0,0,1,1.012
ORD-00884,2024-04-06 10:37:45.573114,Morning,D,High,11,6,136.1,High,True,9.66,5.28,14.94,38,0,4,2,5,1,0.3932,-23.06,14.97,0,1,0,0.878
ORD-00885,2024-04-06 13:15:02.340468,Morning,C,Medium,3,7,157.0,Medium,True,7.75,9.02,16.77,45,0,4,2,5,1,0.3727,-28.23,4.71,1,0,0,2.583
ORD-00886,2024-04-06 15:52:19.107821,Evening,D,High,37,10,76.6,Low,False,11.02,22.55,33.57,38,0,4,2,5,1,0.8834,-4.43,28.34,1,0,1,0.298
ORD-00887,2024-04-06 18:29:35.875175,Morning,C,Medium,48,3,119.7,Low,True,32.17,18.22,50.39,45,1,4,2,5,1,1.1198,5.39,57.46,0,0,0,0.67
ORD-00888,2024-04-06 21:06:52.642528,Morning,C,Medium,29,4,99.4,Medium,True,17.92,14.96,32.88,45,0,4,2,5,1,0.7307,-12.12,28.83,0,0,0,0.618
ORD-00889,2024-04-06 23:44:09.409881,Night,C,High,6,1,150.5,Low,True,7.89,10.46,18.35,38,0,4,2,5,1,0.4829,-19.65,9.03,0,0,0,1.315
ORD-00890,2024-04-07 02:21:26.177235,Night,D,High,6,4,193.5,High,True,16.51,7.32,23.83,38,0,4,2,6,1,0.6271,-14.17,11.61,0,1,0,2.752
ORD-00891,2024-04-07 04:58:42.944588,Night,B,High,28,10,169.1,Medium,True,16.03,12.91,28.94,38,1,4,2,6,1,0.7616,-9.06,47.35,1,0,0,0.572
ORD-00892,2024-04-07 07:35:59.711942,Morning,E,Low,45,8,129.5,Medium,True,26.08,22.45,48.53,55,0,4,2,6,1,0.8824,-6.47,58.28,1,0,0,0.58
ORD-00893,2024-04-07 10:13:16.479295,Morning,B,High,31,5,121.7,Medium,True,28.51,17.8,46.31,38,1,4,2,6,1,1.2187,8.31,37.73,0,0,0,0.92
ORD-00894,2024-04-07 12:50:33.246649,Evening,D,Medium,16,7,119.8,Low,True,7.64,6.9,14.54,45,1,4,2,6,1,0.3231,-30.46,19.17,1,0,0,0.478
ORD-00895,2024-04-07 15:27:50.014002,Night,E,Urgent,32,10,230.0,Low,True,17.1,17.63,34.73,28,1,4,2,6,1,1.2404,6.73,73.6,1,0,0,0.534
ORD-00896,2024-04-07 18:05:06.781356,Morning,D,Medium,8,5,152.7,Medium,True,10.91,9.59,20.5,45,1,4,2,6,1,0.4556,-24.5,12.22,0,0,0,1.364
ORD-00897,2024-04-07 20:42:23.548709,Morning,B,Low,24,3,158.0,Low,False,28.13,11.04,39.17,55,0,4,2,6,1,0.7122,-15.83,37.92,0,0,1,1.172
ORD-00898,2024-04-07 23:19:40.316063,Morning,D,Medium,50,9,65.6,Low,True,14.81,24.44,39.25,45,0,4,2,6,1,0.8722,-5.75,32.8,1,0,0,0.296
ORD-00899,2024-04-08 01:56:57.083416,Night,A,Medium,32,9,102.8,High,True,17.4,18.54,35.94,45,0,4,2,0,0,0.7987,-9.06,32.9,1,1,0,0.544
ORD-00900,2024-04-08 04:34:13.850770,Night,A,Medium,6,6,148.2,Medium,True,12.19,6.23,18.42,45,0,4,2,0,0,0.4093,-26.58,8.89,0,0,0,2.032
ORD-00901,2024-04-08 07:11:30.618123,Evening,D,High,11,1,130.1,Low,True,11.89,9.99,21.88,38,0,4,2,0,0,0.5758,-16.12,14.31,0,0,0,1.081
ORD-00902,2024-04-08 09:48:47.385477,Morning,D,High,3,1,155.3,High,True,14.09,9.52,23.61,38,0,4,2,0,0,0.6213,-14.39,4.66,0,1,0,4.697
ORD-00903,2024-04-08 12:26:04.152830,Evening,A,Medium,21,2,154.8,Low,True,17.97,10.8,28.77,45,0,4,2,0,0,0.6393,-16.23,32.51,0,0,0,0.856
ORD-00904,2024-04-08 15:03:20.920184,Evening,E,Medium,12,7,174.0,High,True,18.05,7.49,25.54,45,0,4,2,0,0,0.5676,-19.46,20.88,1,1,0,1.504
ORD-00905,2024-04-08 17:40:37.687537,Morning,B,High,49,2,75.2,Low,True,36.06,26.86,62.92,38,1,4,2,0,0,1.6558,24.92,36.85,0,0,0,0.736
ORD-00906,2024-04-08 20:17:54.454890,Morning,E,Urgent,16,1,105.8,Medium,True,22.21,14.41,36.62,28,1,4,2,0,0,1.3079,8.62,16.93,0,0,0,1.388
ORD-00907,2024-04-08 22:55:11.222244,Evening,D,Medium,2,7,146.0,Medium,True,5.21,6.64,11.85,45,0,4,2,0,0,0.2633,-33.15,2.92,1,0,0,2.605
ORD-00908,2024-04-09 01:32:27.989597,Morning,E,Urgent,22,5,124.1,Low,True,13.48,15.34,28.82,28,0,4,2,1,0,1.0293,0.82,27.3,0,0,0,0.613
ORD-00909,2024-04-09 04:09:44.756951,Night,D,Low,37,6,137.6,High,True,26.27,22.36,48.63,55,0,4,2,1,0,0.8842,-6.37,50.91,0,1,0,0.71
ORD-00910,2024-04-09 06:47:01.524304,Evening,E,High,35,2,154.4,Low,True,29.18,15.69,44.87,38,0,4,2,1,0,1.1808,6.87,54.04,0,0,0,0.834
ORD-00911,2024-04-09 09:24:18.291658,Morning,C,High,49,3,120.2,High,True,47.65,25.9,73.55,38,1,4,2,1,0,1.9355,35.55,58.9,0,1,0,0.972
ORD-00912,2024-04-09 12:01:35.059011,Evening,A,Medium,19,3,157.7,Low,True,17.5,8.01,25.51,45,0,4,2,1,0,0.5669,-19.49,29.96,0,0,0,0.921
ORD-00913,2024-04-09 14:38:51.826365,Evening,B,Low,27,7,171.8,Low,True,19.33,14.46,33.79,55,0,4,2,1,0,0.6144,-21.21,46.39,1,0,0,0.716
ORD-00914,2024-04-09 17:16:08.593718,Morning,D,High,28,10,152.6,Low,True,13.78,14.32,28.1,38,0,4,2,1,0,0.7395,-9.9,42.73,1,0,0,0.492
ORD-00915,2024-04-09 19:53:25.361072,Evening,A,Medium,2,10,178.8,Low,True,3.76,4.94,8.7,45,0,4,2,1,0,0.1933,-36.3,3.58,1,0,0,1.88
ORD-00916,2024-04-09 22:30:42.128425,Morning,E,Low,1,2,63.1,Medium,True,3.17,7.88,11.05,55,0,4,2,1,0,0.2009,-43.95,0.63,0,0,0,3.17
ORD-00917,2024-04-10 01:07:58.895779,Morning,A,Low,40,7,126.6,Medium,True,23.29,19.81,43.1,55,0,4,2,2,0,0.7836,-11.9,50.64,1,0,0,0.582
ORD-00918,2024-04-10 03:45:15.663132,Evening,E,High,20,8,185.7,High,True,22.4,14.33,36.73,38,1,4,2,2,0,0.9666,-1.27,37.14,1,1,0,1.12
ORD-00919,2024-04-10 06:22:32.430486,Evening,C,Low,35,1,115.4,Medium,True,33.08,20.7,53.78,55,0,4,2,2,0,0.9778,-1.22,40.39,0,0,0,0.945
ORD-00920,2024-04-10 08:59:49.197839,Morning,D,Medium,48,7,110.0,Medium,True,24.28,21.8,46.08,45,0,4,2,2,0,1.024,1.08,52.8,1,0,0,0.506
ORD-00921,2024-04-10 11:37:05.965193,Morning,E,Urgent,13,5,144.9,Low,True,12.06,9.05,21.11,28,0,4,2,2,0,0.7539,-6.89,18.84,0,0,0,0.928
ORD-00922,2024-04-10 14:14:22.732546,Evening,B,High,39,2,149.3,Medium,True,49.48,22.07,71.55,38,1,4,2,2,0,1.8829,33.55,58.23,0,0,0,1.269
ORD-00923,2024-04-10 16:51:39.499899,Morning,D,Medium,11,8,128.6,High,True,13.61,8.68,22.29,45,0,4,2,2,0,0.4953,-22.71,14.15,1,1,0,1.237
ORD-00924,2024-04-10 19:28:56.267253,Night,A,Medium,38,10,223.7,Low,True,17.91,19.79,37.7,45,0,4,2,2,0,0.8378,-7.3,85.01,1,0,0,0.471
ORD-00925,2024-04-10 22:06:13.034606,Evening,D,Low,8,6,161.5,Low,True,9.21,8.84,18.05,55,0,4,2,2,0,0.3282,-36.95,12.92,0,0,0,1.151
ORD-00926,2024-04-11 00:43:29.801960,Night,D,Medium,16,3,113.9,Low,True,18.7,11.88,30.58,45,1,4,2,3,0,0.6796,-14.42,18.22,0,0,0,1.169
ORD-00927,2024-04-11 03:20:46.569313,Morning,B,Low,24,5,92.4,Low,False,21.13,20.03,41.16,55,1,4,2,3,0,0.7484,-13.84,22.18,0,0,1,0.88
ORD-00928,2024-04-11 05:58:03.336667,Night,A,Low,25,6,166.2,Medium,True,20.32,15.3,35.62,55,0,4,2,3,0,0.6476,-19.38,41.55,0,0,0,0.813
ORD-00929,2024-04-11 08:35:20.104020,Morning,B,Low,2,10,112.9,Low,True,4.12,3.43,7.55,55,0,4,2,3,0,0.1373,-47.45,2.26,1,0,0,2.06
ORD-00930,2024-04-11 11:12:36.871374,Morning,A,High,43,8,236.1,High,True,34.21,19.68,53.89,38,1,4,2,3,0,1.4182,15.89,101.52,1,1,0,0.796
ORD-00931,2024-04-11 13:49:53.638727,Morning,D,Low,1,7,167.1,Low,True,3.0,4.73,7.73,55,0,4,2,3,0,0.1405,-47.27,1.67,1,0,0,3.0
ORD-00932,2024-04-11 16:27:10.406081,Morning,B,Low,45,8,172.4,Low,True,31.96,21.94,53.9,55,0,4,2,3,0,0.98,-1.1,77.58,1,0,0,0.71
ORD-00933,2024-04-11 19:04:27.173434,Night,E,High,11,7,159.9,Low,True,7.52,7.61,15.13,38,0,4,2,3,0,0.3982,-22.87,17.59,1,0,0,0.684
ORD-00934,2024-04-11 21:41:43.940788,Evening,E,Low,36,4,194.9,Low,False,26.94,27.79,54.73,55,1,4,2,3,0,0.9951,-0.27,70.16,0,0,1,0.748
ORD-00935,2024-04-12 00:19:00.708141,Evening,E,High,36,2,54.2,Medium,False,26.3,22.51,48.81,38,1,4,2,4,0,1.2845,10.81,19.51,0,0,1,0.731
ORD-00936,2024-04-12 02:56:17.475495,Evening,C,Medium,23,9,101.9,High,True,14.14,16.21,30.35,45,1,4,2,4,0,0.6744,-14.65,23.44,1,1,0,0.615
ORD-00937,2024-04-12 05:33:34.242848,Evening,B,Medium,27,6,191.4,Low,True,24.27,15.14,39.41,45,0,4,2,4,0,0.8758,-5.59,51.68,0,0,0,0.899
ORD-00938,2024-04-12 08:10:51.010202,Evening,D,Low,4,10,210.0,Low,True,8.35,2.0,10.35,55,0,4,2,4,0,0.1882,-44.65,8.4,1,0,0,2.088
ORD-00939,2024-04-12 10:48:07.777555,Night,D,Low,46,7,100.6,Medium,True,27.61,24.6,52.21,55,1,4,2,4,0,0.9493,-2.79,46.28,1,0,0,0.6
ORD-00940,2024-04-12 13:25:24.544908,Evening,E,High,6,5,77.3,Medium,True,12.39,4.03,16.42,38,0,4,2,4,0,0.4321,-21.58,4.64,0,0,0,2.065
ORD-00941,2024-04-12 16:02:41.312262,Evening,B,Medium,33,7,156.7,Medium,True,29.6,16.42,46.02,45,1,4,2,4,0,1.0227,1.02,51.71,1,0,0,0.897
ORD-00942,2024-04-12 18:39:58.079615,Morning,A,Low,1,7,169.4,Low,False,5.5,10.73,16.23,55,0,4,2,4,0,0.2951,-38.77,1.69,1,0,1,5.5
ORD-00943,2024-04-12 21:17:14.846969,Night,E,Medium,38,10,155.9,Medium,True,21.81,23.16,44.97,45,1,4,2,4,0,0.9993,-0.03,59.24,1,0,0,0.574
ORD-00944,2024-04-12 23:54:31.614322,Morning,D,Medium,18,4,147.6,Low,True,12.26,14.32,26.58,45,0,4,2,4,0,0.5907,-18.42,26.57,0,0,0,0.681
ORD-00945,2024-04-13 02:31:48.381676,Morning,A,Low,25,4,75.9,Low,True,13.25,13.87,27.12,55,0,4,2,5,1,0.4931,-27.88,18.98,0,0,0,0.53
ORD-00946,2024-04-13 05:09:05.149029,Night,D,Medium,2,4,135.0,High,True,8.21,3.07,11.28,45,0,4,2,5,1,0.2507,-33.72,2.7,0,1,0,4.105
ORD-00947,2024-04-13 07:46:21.916383,Morning,A,Medium,11,2,141.0,Low,False,12.81,18.3,31.11,45,0,4,2,5,1,0.6913,-13.89,15.51,0,0,1,1.165
ORD-00948,2024-04-13 10:23:38.683736,Morning,C,High,22,5,128.1,Low,True,10.84,11.27,22.11,38,0,4,2,5,1,0.5818,-15.89,28.18,0,0,0,0.493
ORD-00949,2024-04-13 13:00:55.451090,Morning,B,High,36,5,73.3,Low,False,29.2,20.35,49.55,38,1,4,2,5,1,1.3039,11.55,26.39,0,0,1,0.811
ORD-00950,2024-04-13 15:38:12.218443,Evening,B,Medium,30,2,173.4,Low,False,34.6,24.02,58.62,45,1,4,2,5,1,1.3027,13.62,52.02,0,0,1,1.153
ORD-00951,2024-04-13 18:15:28.985797,Night,A,Urgent,14,9,184.6,High,True,16.2,8.7,24.9,28,1,4,2,5,1,0.8893,-3.1,25.84,1,1,0,1.157
ORD-00952,2024-04-13 20:52:45.753150,Night,B,Medium,30,7,118.2,Low,True,17.59,13.92,31.51,45,0,4,2,5,1,0.7002,-13.49,35.46,1,0,0,0.586
ORD-00953,2024-04-13 23:30:02.520504,Evening,C,Medium,12,3,142.6,Medium,False,14.12,12.75,26.87,45,0,4,2,5,1,0.5971,-18.13,17.11,0,0,1,1.177
ORD-00954,2024-04-14 02:07:19.287857,Night,A,High,28,2,130.1,High,True,30.13,14.43,44.56,38,1,4,2,6,1,1.1726,6.56,36.43,0,1,0,1.076
ORD-00955,2024-04-14 04:44:36.055211,Evening,C,High,28,7,130.5,Low,True,15.82,12.12,27.94,38,0,4,2,6,1,0.7353,-10.06,36.54,1,0,0,0.565
ORD-00956,2024-04-14 07:21:52.822564,Night,C,Low,12,1,169.7,Low,True,16.39,11.81,28.2,55,0,4,2,6,1,0.5127,-26.8,20.36,0,0,0,1.366
ORD-00957,2024-04-14 09:59:09.589917,Morning,D,Urgent,11,2,170.7,Low,True,15.75,7.26,23.01,28,0,4,2,6,1,0.8218,-4.99,18.78,0,0,0,1.432
ORD-00958,2024-04-14 12:36:26.357271,Evening,D,Urgent,26,5,193.0,Low,True,18.9,13.61,32.51,28,1,4,2,6,1,1.1611,4.51,50.18,0,0,0,0.727
ORD-00959,2024-04-14 15:13:43.124624,Morning,A,Medium,30,10,192.2,Low,True,11.95,18.68,30.63,45,1,4,2,6,1,0.6807,-14.37,57.66,1,0,0,0.398
ORD-00960,2024-04-14 17:50:59.891978,Morning,A,Medium,49,1,143.1,Medium,False,48.6,30.17,78.77,45,1,4,2,6,1,1.7504,33.77,70.12,0,0,1,0.992
ORD-00961,2024-04-14 20:28:16.659331,Evening,D,High,25,6,263.7,Low,True,18.67,11.98,30.65,38,0,4,2,6,1,0.8066,-7.35,65.92,0,0,0,0.747
ORD-00962,2024-04-14 23:05:33.426685,Morning,E,Urgent,23,6,212.0,Medium,True,20.61,19.6,40.21,28,1,4,2,6,1,1.4361,12.21,48.76,0,0,0,0.896
ORD-00963,2024-04-15 01:42:50.194038,Evening,E,Medium,24,3,123.7,High,True,24.47,15.14,39.61,45,0,4,2,0,0,0.8802,-5.39,29.69,0,1,0,1.02
ORD-00964,2024-04-15 04:20:06.961392,Evening,E,Low,44,6,155.1,Low,False,27.36,28.23,55.59,55,0,4,2,0,0,1.0107,0.59,68.24,0,0,1,0.622
ORD-00965,2024-04-15 06:57:23.728745,Morning,C,High,16,7,70.6,Low,True,10.92,10.87,21.79,38,0,4,2,0,0,0.5734,-16.21,11.3,1,0,0,0.682
ORD-00966,2024-04-15 09:34:40.496099,Evening,E,Low,20,2,151.1,Low,True,17.47,10.27,27.74,55,0,4,2,0,0,0.5044,-27.26,30.22,0,0,0,0.874
ORD-00967,2024-04-15 12:11:57.263452,Evening,B,High,19,10,216.9,Low,True,16.58,13.46,30.04,38,0,4,2,0,0,0.7905,-7.96,41.21,1,0,0,0.873
ORD-00968,2024-04-15 14:49:14.030806,Night,D,Medium,32,3,261.3,Low,True,27.46,17.36,44.82,45,0,4,2,0,0,0.996,-0.18,83.62,0,0,0,0.858
ORD-00969,2024-04-15 17:26:30.798159,Morning,E,High,35,4,145.1,Medium,True,26.13,20.31,46.44,38,0,4,2,0,0,1.2221,8.44,50.78,0,0,0,0.747
ORD-00970,2024-04-15 20:03:47.565513,Night,D,Low,25,1,163.4,Low,False,23.58,19.98,43.56,55,0,4,2,0,0,0.792,-11.44,40.85,0,0,1,0.943
ORD-00971,2024-04-15 22:41:04.332866,Night,B,Medium,14,6,174.2,Low,True,16.02,9.98,26.0,45,0,4,2,0,0,0.5778,-19.0,24.39,0,0,0,1.144
ORD-00972,2024-04-16 01:18:21.100220,Evening,B,High,35,6,229.2,Low,True,28.83,19.88,48.71,38,1,4,2,1,0,1.2818,10.71,80.22,0,0,0,0.824
ORD-00973,2024-04-16 03:55:37.867573,Morning,B,Medium,14,2,110.7,Medium,False,23.36,16.25,39.61,45,0,4,2,1,0,0.8802,-5.39,15.5,0,0,1,1.669
ORD-00974,2024-04-16 06:32:54.634926,Evening,B,Low,45,3,256.2,Low,True,50.12,24.48,74.6,55,1,4,2,1,0,1.3564,19.6,115.29,0,0,0,1.114
ORD-00975,2024-04-16 09:10:11.402280,Night,D,Medium,32,8,137.3,Medium,True,14.99,12.32,27.31,45,0,4,2,1,0,0.6069,-17.69,43.94,1,0,0,0.468
ORD-00976,2024-04-16 11:47:28.169633,Morning,D,High,23,8,103.2,Medium,True,13.72,10.9,24.62,38,0,4,2,1,0,0.6479,-13.38,23.74,1,0,0,0.597
ORD-00977,2024-04-16 14:24:44.936987,Night,A,Medium,12,4,137.4,Low,True,12.23,9.1,21.33,45,0,4,2,1,0,0.474,-23.67,16.49,0,0,0,1.019
ORD-00978,2024-04-16 17:02:01.704340,Night,D,High,38,7,117.6,Medium,True,21.26,24.78,46.04,38,1,4,2,1,0,1.2116,8.04,44.69,1,0,0,0.559
ORD-00979,2024-04-16 19:39:18.471694,Evening,B,Medium,31,8,166.8,Low,False,20.94,22.35,43.29,45,0,4,2,1,0,0.962,-1.71,51.71,1,0,1,0.675
ORD-00980,2024-04-16 22:16:35.239047,Evening,C,High,45,4,83.9,Medium,True,31.84,23.0,54.84,38,1,4,2,1,0,1.4432,16.84,37.76,0,0,0,0.708
ORD-00981,2024-04-17 00:53:52.006401,Evening,B,Medium,36,2,155.7,Low,True,39.81,21.12,60.93,45,1,4,2,2,0,1.354,15.93,56.05,0,0,0,1.106
